SYNTAX	DESCRIPTION	CLASS	TYPE	GROUP	CATEGORY	KEYWORDS	TIO	DOCS
X{>/⍒⍺⍵}Y	Is X lexically less than Y?	Dfn	Dyadic Function		Comparison	testif totalarrayordering tao before precedes ≺ ⋡ ⋨ lexicographically	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExTUHfPyEtUVqu30H/VOetS761Hv1loFdaf8JHUuvCrAgnAlIPX4VeA0REFdQeFR71yFRIWSosTMnMy8dIXigsTkVIXk/NzUYoXEtJLUIoW8fDTZ//8B	
Xv{⍺[1+⍵]}B	Indexing two-element vector Xv with Boolean values B	Dfn	Dyadic Function		Selection	list binary base-2 base2		
M{⍵⊤⍨↑⍬⍺}N	Integer quotient and remainder (new leading length-2 axis) of all combinations of an element from N divided by an element from M	Dfn	Dyadic Function		Mathematical	divisionremainder divide % divmod() residual fractional parts	https://tio.run/##ATYAyf9hcGwtZHlhbG9n///ijpXihpAgMiAzIDQgNSA2IHvijbXiiqTijajihpHijazijbp9IDEw//8	
Cv{≢⍺⎕S 3⊢⍵}Dv	Count number of matches for PCRE regex Cv in Dv	Dfn	Dyadic Function		Text	regexp tally occurrences perlcompatibleregularexpression string regular expression	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtE9Q1Yso1YwzVqx91LnrUuwsoGPyod82jLiBna626b2ZxMQgVFGSqKyg86p2rkJJfmpSTqpuTWlKSWlT8/z8A	
nmats←{sreq←1} dfns.kt (rows cols)	Knight's Tour Chess Problem	Dfn	Function		Mathematical	chesspuzzle knight'stour knightstour graph treesearching diversions torus		https://dfns.dyalog.com/n_kt.htm
pnum←{fmt←1} (dfns.phinary) nums	Phinary representation of numbers ⍵	Dfn	Function		Mathematical	goldenmean goldenrectangle phinarynumber		https://dfns.dyalog.com/n_phinary.htm
{lines}←{defs←default} dfns.turtle cmds	Flying-turtle graphics	Dfn	Function		Graphical Output	Turtlegraphics L-Systems fractal palindrome Flyingturtle polyhedron LSystems		https://dfns.dyalog.com/n_turtle.htm
Bv{⍺⍀⍺⌿⍵}Y	Replacing major cells of Y not satisfying Bv with prototypical cells	Dfn	Dyadic Function		Structural	blanks spaces 0s zeroes zeros fill substitute merge aamend replace update items elements indicate masking indicating zeroes falses falsehoods	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMgdAATELo6ke9ux71NoDInv2PerfWKqg75iZWZealK6pzoejBVKlhDJQw0dQwUjBXMLTQ1DBUMAPR//8DAA	
Xv(+/∧\⍤=)Yv	Count number of leading elements that are equal between two vectors of equal length	Dfn	Dyadic Function		Comparison	prefix matching onleft items start beginning match		
Xv(+/∧\⍤≠)Yv	Count number of leading elements that are unequal between two vectors of equal length	Dfn	Dyadic Function		Comparison	prefix different onleft items start beginning differ		
cmat←{⎕RL←2⊃⎕AI} dfns.maze shape	Kidz maze	Dfn	Function		Text	diversions indexedassignment kids children string		https://dfns.dyalog.com/n_maze.htm
{-/×⌿0 1⌽⍵}Nm	Determinant of two-row matrix	Dfn	Monadic Function		Mathematical	det() 2-row 2row |A| det(A) det(Nm) |Nm|		
{⍉↑⊂⍤¯1¨⍵}Yv	Inverted Table Transpose (⍉Y where Y is unverted Yv)	Dfn	Monadic Function		Structural			
{2⊥~2⊥⍣¯1⊢⍵}J	Bit-wise NOT for positive integers	Dfn	Monadic Function		Boolean/Logical	bitwise binary gate logicalnot logicalnegation logicalcomplement negate inverting inversion		
{⍵/1 0⍴⍨≢⍵}Jv	Alternating sequence of Jv[1] ones, Jv[2] zeros, Jv[3] ones, …	Dfn	Monadic Function		Boolean/Logical	1s 0s zeroes naughts falses falsehoods trues truths		
Iv{~⍺⌿1⍨¨⍵}Y	Locate fill elements formed by replicating Y by Iv	Dfn	Dyadic Function		Boolean/Logical	fills indicate mask indication of paddings bitmask bit-mask		
Is{+\⍣⍺⍳⍵}Js	First Js figurate numbers of order Is	Dfn	Dyadic Function		Mathematical	r-simplex polyhedral polygonal pyramidal triangular tetrahedral pentalope 5-simplex 6-simplex 7-simplex hyperpyramidal pascal's triangle		
Iv{~⍺⍀1⍨¨⍵}Y	Locate fill elements formed by expanding Y by Iv	Dfn	Dyadic Function		Boolean/Logical	fills indicate mask indication of paddings bitmask bit-mask		
hits←patn {w←'*'} dfns.match array	Find with wildcards	Dfn	Function		Text	globbing string		https://dfns.dyalog.com/n_match.htm
cmat←{marker←'*'} dfns.draw cmat	Draw over '*'s	Dfn	Function		Text	box-drawingcharacters diversions boxdrawingcharacters asciiart unicode linedrawingcharacters lines boxes string		https://dfns.dyalog.com/n_draw.htm
cmat←{dec←0 {cen←0}} dfns.disp array	Boxed sketch of nested array	Dfn	Function		Text	displayofarrays boxing Kumquat box-drawingcharacters nestedarray boxdrawingcharacters enclosed string		https://dfns.dyalog.com/n_disp.htm
lines←{tabs←0 {ctype←80}} dfns.getfile filename	Text file ⍵ as nested vector	Dfn	Function		Native Files	nativefile textfile Unicode list string		https://dfns.dyalog.com/n_getfile.htm
M{⎕DIV←1 ⋄ ⍺÷⍵}N	Avoiding division by zero error (gives zero)	Dfn	Dyadic Function		Mathematical	over ⁄		
crep←{dot←'·'} dfns.dots crep	Show dfn with “white dots”	Dfn	Function		Text	whitedots functionsformatting name-clashproblem stuff nameclashproblem string		https://dfns.dyalog.com/n_dots.htm
Iv{1@⍺{0}¨⍵}Y	Locate indices Iv in array Y	Dfn	Monadic Function		Boolean/Logical	indicate locations masking indicating		
{⍵=⍵.⍵⍵}Y	Is Y a root namespace?	Dfn	Monadic Function		System	testif root? own parent ancestor self-contained		
C{⎕VSET(↑⍺)⍵}Y	Assign values Y to names Cv	Dfn	Dyadic Function		System	assignment name-value names-values dynamic variable		
{⌽+⌿↑⌽¨⍵}Nv	Sum of list of polynomials with descending coefficients	Dfn	Monadic Function		Mathematical	sumof		
{1=-/¨⍳2⍴⍵}Jv	Subdiagonal matrix of size Jv (n or m,n)	Dfn	Monadic Function		Mathematical	sub-diagonal	https://tio.run/##ASoA1f9hcGwtZHlhbG9n///ijpXihpB7MT0tL8Ko4o2zMuKNtOKNtX0gNiA3//8	
{¯1=-/¨⍳2⍴⍵}Jv	Superdiagonal matrix of size Jv (n or m,n)	Dfn	Monadic Function		Mathematical	super-diagonal	https://tio.run/##ASwA0/9hcGwtZHlhbG9n///ijpXihpB7wq8xPS0vwqjijbMy4o204o21fSA2IDf//w	
{⍉2⊥⍣¯1⊢0,⍳⍵}Js	All binary representations up to Js (truth table)	Dfn	Monadic Function		Boolean/Logical	matrix base-2 base2		
{∊⍕¨2⊥⍣¯1⊢⍵}Js	Binary format of decimal number Js	Dfn	Monadic Function		Text	base-2 base2 Boolean string		
{0::0 ⋄ 1⊣8⌶⍨⍵}Yv	Validate inverted table (character data as matrices)	Dfn	Monadic Function		Array Properties	validating validation of matrix checking for correctness	https://tio.run/##SyzI0U2pTMzJT/@vnpJZXJCTWKn@qG@qc6R6Slpesfp/IPtR2wSFagMrKwOFR90tCoaPuhZbPOrZ9qh3xaPerbUKGkYKJo96t6g7JikoOKekpqlrKmgYKhgBSXMFY00usvSrO6rDTfj/HwA	
Iv{1@⍵⊢0⍴⍨2⍴⍺}Jv	Adjacency matrix of size Iv (n or m,n) from list of (a,b) arcs Jv	Dfn	Dyadic Function		Mathematical	connections table directed graph vector	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtE0wUzBWqDR0e9W591LXI4FHvlke9K4zA1K5aBQ1DBTNNDSMFc00NYwVDzf//AQ	
{⍵/⍨1,2≢⌿⍵}Yv	Remove consecutive duplicates from an ordered vector	Dfn	Monadic Function		Sets	list removing erasing erase eliminate eliminating delete deleting		
Is{⊃-//⍺ 1/¯2 ⍵}N	Is differences of differences of adjacents	Dfn	Dyadic Function		Mathematical	nth derivative deltas		
Iv{⍵⌷¨⍨⊂⊂⍺}Yv	Inverted Table Select: records Iv from inverted table Yv ((⊂Iv)⌷Y where Y is unverted Yv)	Dfn	Dyadic Function		Selection			
X{⍵⎕NPUT⍨⊂1⎕JSON¨⍺}Dv	Convert APL vector X to JSON Lines file Dv	Dfn	Monadic Function		Data Conversion	NDJSON .jsonl from APL2JSONLines javascriptobjectnotation export generate serialise serialize converting change changing string		
cmat←{gap←1 {max←⎕PW}} dfns.cols items	Multi-column display	Dfn	Function		Text	cells elements string		https://dfns.dyalog.com/n_cols.htm
Cv{0::⍎⍺ ⋄ ⍎⍵}Dv	Execute Alternate: Execute Dv but if it errors, execute Cv	Dfn	Ambivalent Monadic Function,Dyadic Function		System	⎕EA APL2		
{⍎'2023⌶0 ⋄ ⎕SAVE⍵'}Dv	Save active ws with the stack (closes any open edit or trace windows)	Dfn	Monadic Function	File Access	System	archive store )si ⎕SI editor tracer debugger )save keeping no ignoring cutting removing state suspended suspension		https://docs.dyalog.com/20.0/language-reference-guide/system-functions/save/
caps←{ack ign←'' ''} dfns.von chars	Capitalise first letters of names	Dfn	Function		Text	diversions capitalisation 1st string		https://dfns.dyalog.com/n_von.htm
{files}←{type←''} dfns.mp3 dirs	Create playlist(s) for music directories	Dfn	Function		Native Files	MP3(mediaplayer) mediaplayer(MP3) diversions		https://dfns.dyalog.com/n_mp3.htm
{size}←{term←2} dfns.putfile (fid rows)	Put rows to text-file	Dfn	Function		Native Files	nativefile textfile Unicode		https://dfns.dyalog.com/n_putfile.htm
{ok}←{opts←'q'} dfns.test script	Run test script: no news => good news	Dfn	Function		System	qualityassurance unittesting autoformat QA testing		https://dfns.dyalog.com/n_test.htm
{excl←'⍵'} dfns.wsdiff (wsa wsb)	Workspace differences	Dfn	Function		System	compareworkspaces name-clashproblem nameclashproblem		https://dfns.dyalog.com/n_wsdiff.htm
{1≥|-/¨⍳2⍴⍵}Jv	Tridiagonal matrix of size Jv (n or m,n)	Dfn	Monadic Function		Mathematical	tri-diagonal banded	https://tio.run/##AS0A0v9hcGwtZHlhbG9n///ijpXihpB7MeKJpXwtL8Ko4o2zMuKNtOKNtX0gNiA3//8	
{2≥|-/¨⍳2⍴⍵}Jv	Pentadiagonal matrix of size Jv (n or m,n)	Dfn	Monadic Function		Mathematical	penta-diagonal banded	https://tio.run/##AS0A0v9hcGwtZHlhbG9n///ijpXihpB7MuKJpXwtL8Ko4o2zMuKNtOKNtX0gNiA3//8	
{3≥|-/¨⍳2⍴⍵}Jv	Heptadiagonal matrix of size Jv (n or m,n)	Dfn	Monadic Function		Mathematical	hepta-diagonal banded	https://tio.run/##AS0A0v9hcGwtZHlhbG9n///ijpXihpB7M@KJpXwtL8Ko4o2zMuKNtOKNtX0gNiA3//8	
{1,×\⌽⍛÷⍳⍵}Js	Coefficients of the binomial (approximated, fastest above 10)	Dfn	Monadic Function		Mathematical	binomial combinations choose		
{⌊0.5+⍵!⍛÷*1}N	Derangement	Dfn	Monadic Function		Mathematical	[n!/e] ⌊n!/e⌉ !n dn n¡ subfactorial deMontmort number		
{16⊥¯1+⍵⍳⍨⎕D,⎕A}Dv	Convert from hexadecimal	Dfn	Monadic Function		Mathematical	frombase16 base-16 ₁₆ hex2dec dec() Conversion converting change changing		
Mv{⌽+⌿↑⌽¨⍺ ⍵}Nv	Sum of polynomials with descending coefficients	Dfn	Dyadic Function		Mathematical	additionof plus		
Mv{⌽-⌿↑⌽¨⍺ ⍵}Nv	Difference between polynomials with descending coefficients	Dfn	Dyadic Function		Mathematical	subtractionof minus		
((⌽∨⊖)1∊¨⍳)Jv	All-zero matrix of shape Jv with ones along edges	Dfn	Monadic Function		Structural	all-around along outline frame table 1s zeroes 0s zeros in middle	https://tio.run/##AS8A0P9hcGwtZHlhbG9n///ijpXihpAgKCjijL3iiKjiipYpMeKIisKo4o2zKSA0IDX//w	
X(+/(∧\≡⍤¯1))Y	Count number of leading major cells that match between two arrays of equal length	Dfn	Dyadic Function		Comparison	prefix matching onleft cells items start beginning equal		
X(+/(∧\≢⍤¯1))Y	Count number of leading major cells that differ between two arrays of equal length	Dfn	Dyadic Function		Comparison	prefix different onleft cells items start beginning unequal		
Av{⍵⌷⍨⊂⍒+\⍺}Y	Reverse order of partitions in Y as indicated by Av (Fast ∊⌽Av⊂Yv)	Dfn	Dyadic Function		Index Generation	quick speedy performance optimised optimized partitioned partitions segmented segments sub-vectors subvectors subarrays sub-arrays sub-lists sublists major cells rows downgrade descending separated separator delimiter	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMFQzA0BDKqn7Uu/VRz/ZHvSsedTU96p2kHfOod1etgnpiUnKKbkRklPr//wA	
Is{~0∊2</[⍺]⍵}N	Is N Strictly Increasing along axis Is?	Dfn	Dyadic Function		Mathematical	testif ascending? rising? up ordered? sorted? dimension		
Is{~0∊2≤/[⍺]⍵}N	Is N Non-decreasing along axis Is?	Dfn	Dyadic Function		Mathematical	testif ascending? rising? up ordered? sorted? dimension		
Is{~0∊2≥/[⍺]⍵}N	Is N Non-increasing along axis Is?	Dfn	Dyadic Function		Mathematical	testif descending? falling? down ordered? Nonincreasing? sorted? dimension		
Is{~0∊2>/[⍺]⍵}N	Is N Strictly Decreasing along axis Is?	Dfn	Dyadic Function		Mathematical	testif descending? falling? down ordered? Nondecreasing? sorted? dimension		
{0⎕JSON¨⍵⊆⍨⍵≠⎕UCS 10}Dv	Convert JSON Lines text Dv to APL vector	Dfn	Monadic Function		Data Conversion	NDJSON .jsonl from JSONLines2APL javascriptobjectnotation import parse deserialise deserialize converting change changing string		
note←{new←⎕PW {old←⎕PW}} dfns.wrapnote note	Wrap text paras in note vect	Dfn	Function		Text	words linevector box-drawingcharacters boxdrawingcharacters string		https://dfns.dyalog.com/n_wrapnote.htm
{⍵ ⎕NPUT⍨⊂⎕SE⎕WG'Log'}Dv	Save Session log as file Dv	Dfn	Monadic Function		System	store dyalog transcript text scrollback scroll-back string		
Is{⍺↑⍵⍪⍺⌿¯1↑⍵}Y	Stretch Y to length Is repeating the last major cell as necessary	Dfn	Dyadic Function		Structural	elongate continue final element item		
Cv{≢⍺⎕S 3⍠'ML'1⊢⍵}Dv	Does Dv have a match for regular expression Cv?	Dfn	Dyadic Function		Text	find has? match? contains? search testif string regex regexp		
{(⍎⍵⎕NS⍬).⎕CY ⍵}Dv	Import workspace Dv into a namespace so an item can be called using wsname.name	Dfn	Monadic Function		System	load fetch get include from .dws		
{fns}←{space←⎕THIS} dfns.fnrepl (from to)	Function string replacement	Dfn	Function		Text	stringreplacement		https://dfns.dyalog.com/n_fnrepl.htm
{⎕D[1+⍉10⊥⍣¯1⊢⍵]}Jv	Zero-padded character matrix from vector of integers	Dfn	Monadic Function		Data Representation	rows with 0s zeroes zeros 0-padded fill	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExSqgbRLtKH2o95OQ4NHXUsf9S4@tN7wUdeiR71bY2sVjA0VDBSMzA0t/v8HAA	
{⍵⌿⍨1,∨/2≢⌿⍵}Ym	Remove consecutive duplicate rows from ordered matrix Ym	Dfn	Monadic Function		Sets	table removing erasing erase eliminate eliminating delete deleting		
Is{⍺=-⍨/¨⍳2⍴⍵}Jv	Is-diagonal matrix of size Jv (n or m,n)	Dfn	Dyadic Function		Mathematical	general k-diagonal	https://tio.run/##ATMAzP9hcGwtZHlhbG9n///ijpXihpDCrzIge@KNuj0t4o2oL8Ko4o2zMuKNtOKNtX0gNiA3//8	
{⍵\⍨1 0⍴⍨⊃⌽⍴⍵}D	Spacing out text	Dfn	Monadic Function		Text	insert blanks expanded spaces string		
Av{⍵⌷⍨⊂⌽⍒+\⍺}Y	Reversal (⊖) of each subvector of Y indicated by Av (fast ∊⌽¨Av⊂Yv)	Dfn	Dyadic Function		Structural	quick speedy performance optimised optimized partitioned partitions segmented segments sub-vectors subvectors subarrays sub-arrays sub-lists sublists reverse flip separated separator delimiter		
X{⍺.##=⍵.##}Y	Are X and Y sibling objects?	Dfn	Dyadic Function		System	testif siblings? sameparents		
Is{⍵⌿⍨0=⍺|⍳≢⍵}Y	Taking every Is'th major cell of Y	Dfn	Dyadic Function		Selection	nth element item		
Is{⍵⌿⍨0≠⍺|⍳≢⍵}Y	Remove every Is'th cell of Y	Dfn	Dyadic Function		Selection	filter item element removing erasing erase eliminate eliminating delete deleting		
X{⍵⌿⍨⍺∊⍨⊣/⍵}Ym	Rows of non-empty matrix Y starting with an element in X	Dfn	Dyadic Function		Selection	cell item table	https://tio.run/##SyzI0U2pTMzJT///P1fhUdsEIJ6o7pNflJqrrqCeWVBcCqJT8nPyi4B0cWYJkEzMTQVRyfl5xanJJaklpSCpxJTMgszi5My8dCAnNQeokOtR31SQgeqJqZn5peoK1Y96tz7q2f@od8Wj3l2POrpAjK7F@kDRWoXc//8B	
Iv{⍵⌷⍨⊂⍺∪⍳≢⍵}Y	Move major cells at positions Iv to the front/top	Dfn	Dyadic Function		Structural	index indices numbers bring promote element row item matrix table first	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExSMFYwUqh/1bn3Us/1R74pHXU2Penc96lj1qHfzo85FQPFaBXWP1JycfPX//wE	
Iv{⍺⊂⍛⌷⍣⍵⍳≢⍺}Js	Permutation Iv to the power of Js	Dfn	Dyadic Function		Index Generation	repeated		
Av{≠\⍵\⍺≠¯1↓0,⍺}Bv	Compression vector Av for partitioned array indicated by Bv (Fast Av/⍨≢¨⊆⍨Bv)	Dfn	Dyadic Function		Boolean/Logical	quick speedy performance optimised optimized partitioned partitions segmented segments sub-vectors subvectors subarrays sub-arrays sub-lists sublists replicate generate produce construct argument separated separator delimiter	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMFQzAuPpR54KYR71bgXgXkHloveGjtskGOkBeLVjeAK4SiP//BwA	
Av{⍵[⍋⍺++\⍺]}Bv	1-rotate on each subvector of Bv indicated by Av (Fast ∊1⌽¨Av⊂Bv)	Dfn	Dyadic Function		Structural	quick speedy performance optimised optimized partitioned partitions segmented segments sub-vectors subvectors subarrays sub-arrays sub-lists sublists rotating shifting cyclically separated separator delimiter	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQMFQzAEEJXP@rdGv2ot/tR7y5t7RggGVuroJ6YlJzi6uau/v8/AA	
{1 0 1(,∘.∧)⍣⍵⊢1}Js	Cantor set iteration Js	Dfn	Monadic Function		Mathematical	fractal ternary middle third iterate iterating		
X{⍵↓⍨-⊥⍨⍵∊⍺}Yv	Remove elements in X from end of vector Yv	Dfn	Dyadic Function		Selection	trim trailing right cells items list ending removing erasing erase eliminate eliminating delete deleting		
X{⍵↓⍨⊥⍨⌽⍵∊⍺}Yv	Remove elements in X from beginning of vector Yv	Dfn	Dyadic Function		Selection	trim leading left cells items list start removing erasing erase eliminate eliminating delete deleting		
Cs{⍺←⎕UCS 10 ⋄ ∊⍺,¨⍵}Dv	Cs or linefeed-delimited character vector constructed from the vector of character vectors Dv (which must be of depth 2)	Dfn	Ambivalent Monadic Function, Dyadic Function		Structural	.join() join-on from to delimited segmented LF newline string VVtoSS interpose intersperse interposing interspersing nested combine merge flat list strings character text joiner joining merging combining between interject inserting separated separator delimiter		
